Deep Meaning	Expansion	Markup	Probability
[[end conversation]]	I'm sorry, but I have to go. Nice to see you. Bye.	ResolveObligation:goodbye^Preconditions:lambda conversation, speaker: conversation.completed_turns[-1].speaker is not speaker^PushObligation:goodbye^Preconditions:lambda speaker: speaker.personality.agreeableness > 0.4^MiscFunctions:EndConversation^Preconditions:lambda conversation: conversation.completed_turns[-1].line_of_dialogue.discourse_act.name != 'end conversation'	[0.10145547945205485, 0.1023116438356165]
[[end conversation]]	Well, I have to get back to work. Nice to see you. Goodbye.	Preconditions:lambda conversation: conversation.completed_turns[-1].line_of_dialogue.discourse_act.name != 'end conversation'^Preconditions:lambda speaker: speaker.routine.working^PushObligation:goodbye	[0.1023116438356165, 0.1061643835616439]
[[end conversation]]	I'm sorry, but I probably should get back to work. Nice to see you. Take care.	Preconditions:lambda conversation, speaker: conversation.completed_turns[-1].speaker is not speaker^Preconditions:lambda speaker: speaker.personality.agreeableness > 0.4^Preconditions:lambda conversation: conversation.completed_turns[-1].line_of_dialogue.discourse_act.name != 'end conversation'^Preconditions:lambda speaker: speaker.routine.working^PushObligation:goodbye	[0.1061643835616439, 0.1078767123287672]
[[end conversation]]	Well, I have to run. Great to see you! Have a wonderful [speaker.game.time_of_day]!	ResolveObligation:goodbye^PushObligation:goodbye^Preconditions:lambda speaker: speaker.personality.agreeableness > 0.4^MiscFunctions:EndConversation^Preconditions:lambda speaker: speaker.personality.extroversion > 0.4^Preconditions:lambda conversation: conversation.completed_turns[-1].line_of_dialogue.discourse_act.name != 'end conversation'	[0.1078767123287672, 0.10958904109589049]
[[end conversation]]	I should probably get back to work. Yeah, bye...	ResolveObligation:goodbye^PushObligation:goodbye^Preconditions:lambda speaker: speaker.personality.extroversion < -0.4^MiscFunctions:EndConversation^Preconditions:lambda speaker: speaker.routine.working^Preconditions:lambda conversation: conversation.completed_turns[-1].line_of_dialogue.discourse_act.name != 'end conversation'	[0.10958904109589049, 0.11001712328767131]
[[end conversation]]	I think I should get back to work too! Nice to see you. Have a great [speaker.game.time_of_day].	Preconditions:lambda conversation: conversation.completed_turns[-1].line_of_dialogue.discourse_act.name == 'end conversation'^Preconditions:lambda conversation: 'back to work' in conversation.completed_turns[-1].realization^PushObligation:goodbye^Preconditions:lambda speaker: speaker.personality.extroversion > 0.4^Preconditions:lambda speaker, interlocutor: speaker.routine.working and interlocutor.routine.working	[0.11001712328767131, 0.11643835616438364]
[[end conversation]]	Well, I'm going to grab another drink. Nice to see you. Bye.	Preconditions:lambda conversation: conversation.completed_turns[-1].line_of_dialogue.discourse_act.name != 'end conversation'^Preconditions:lambda speaker: speaker.location.type == 'business' and 'bar' in speaker.location.services and not speaker.routine.working^PushObligation:goodbye^ResolveObligation:goodbye^MiscFunctions:EndConversation	[0.11643835616438364, 0.11729452054794529]
[[end conversation]]	Okay, well, I should probably get back to work. Great to see you! Have a wonderful [speaker.game.time_of_day]!	ResolveObligation:goodbye^PushObligation:goodbye^Preconditions:lambda conversation, speaker: conversation.completed_turns[-1].speaker is speaker^MiscFunctions:EndConversation^Preconditions:lambda speaker: speaker.personality.agreeableness > 0.4^Preconditions:lambda speaker: speaker.routine.working^Preconditions:lambda speaker: speaker.personality.extroversion > 0.4	[0.11729452054794529, 0.11815068493150693]
[[end conversation]]	I really should get back to work too! Nice to see you. Bye.	ResolveObligation:goodbye^PushObligation:goodbye^Preconditions:lambda conversation: conversation.completed_turns[-1].line_of_dialogue.discourse_act.name == 'end conversation'^MiscFunctions:EndConversation^Preconditions:lambda speaker, interlocutor: speaker.routine.working and interlocutor.routine.working^Preconditions:lambda conversation: 'back to work' in conversation.completed_turns[-1].realization^Preconditions:lambda speaker: speaker.personality.extroversion > 0.4	[0.11815068493150693, 0.11900684931506858]
[[end conversation]]	I'm sorry, but I think I probably should get back to work. Nice to see you. Take care.	Preconditions:lambda conversation, speaker: conversation.completed_turns[-1].speaker is not speaker^Preconditions:lambda speaker: speaker.personality.agreeableness > 0.4^Preconditions:lambda conversation: conversation.completed_turns[-1].line_of_dialogue.discourse_act.name != 'end conversation'^Preconditions:lambda speaker: speaker.routine.working^PushObligation:goodbye	[0.11900684931506858, 0.12029109589041105]
[[end conversation]]	Sure. Nice to see you. Goodbye.	Preconditions:lambda conversation: conversation.completed_turns[-1].line_of_dialogue.discourse_act.name == 'end conversation'^PushObligation:goodbye	[0.12029109589041105, 0.1211472602739727]
[[end conversation]]	I have to get back to work. Nice to see you. Bye.	PushObligation:goodbye^ResolveObligation:goodbye^Preconditions:lambda speaker: speaker.routine.working^Preconditions:lambda conversation: conversation.completed_turns[-1].line_of_dialogue.discourse_act.name != 'end conversation'^MiscFunctions:EndConversation	[0.1211472602739727, 0.12157534246575352]
[[end conversation]]	I think I probably should get back to work too! Nice to see you. Take care.	Preconditions:lambda conversation: conversation.completed_turns[-1].line_of_dialogue.discourse_act.name == 'end conversation'^Preconditions:lambda conversation: 'back to work' in conversation.completed_turns[-1].realization^PushObligation:goodbye^Preconditions:lambda speaker: speaker.personality.extroversion > 0.4^Preconditions:lambda speaker, interlocutor: speaker.routine.working and interlocutor.routine.working	[0.12157534246575352, 0.12371575342465763]
[[end conversation]]	I'm sorry, but I should probably get back to work. Great to see you! Have a wonderful [speaker.game.time_of_day]!	ResolveObligation:goodbye^Preconditions:lambda speaker: speaker.personality.agreeableness > 0.4^Preconditions:lambda conversation, speaker: conversation.completed_turns[-1].speaker is not speaker^PushObligation:goodbye^MiscFunctions:EndConversation^Preconditions:lambda speaker: speaker.personality.agreeableness > 0.4^Preconditions:lambda conversation: conversation.completed_turns[-1].line_of_dialogue.discourse_act.name != 'end conversation'^Preconditions:lambda speaker: speaker.routine.working^Preconditions:lambda speaker: speaker.personality.extroversion > 0.4	[0.12371575342465763, 0.12500000000000008]
[[end conversation]]	I'm sorry, but I have to go. Nice to see you. Take care.	Preconditions:lambda speaker: speaker.personality.agreeableness > 0.4^Preconditions:lambda conversation, speaker: conversation.completed_turns[-1].speaker is not speaker^PushObligation:goodbye^Preconditions:lambda conversation: conversation.completed_turns[-1].line_of_dialogue.discourse_act.name != 'end conversation'	[0.12500000000000008, 0.1254280821917809]
[[end conversation]]	Okay, well, I have to run. Great to see you! Have a wonderful [speaker.game.time_of_day]!	ResolveObligation:goodbye^PushObligation:goodbye^Preconditions:lambda speaker: speaker.personality.agreeableness > 0.4^MiscFunctions:EndConversation^Preconditions:lambda speaker: speaker.personality.extroversion > 0.4^Preconditions:lambda conversation, speaker: conversation.completed_turns[-1].speaker is speaker	[0.1254280821917809, 0.1271404109589042]
[[end conversation]]	I should really get back to work. Yeah, bye...	Preconditions:lambda speaker: speaker.routine.working^ResolveObligation:goodbye^PushObligation:goodbye^Preconditions:lambda speaker: speaker.personality.extroversion < -0.4^MiscFunctions:EndConversation^Preconditions:lambda conversation: conversation.completed_turns[-1].line_of_dialogue.discourse_act.name != 'end conversation'	[0.1271404109589042, 0.12842465753424664]
[[end conversation]]	I need to get back to work too! Nice to see you. Have a great [speaker.game.time_of_day].	Preconditions:lambda conversation: conversation.completed_turns[-1].line_of_dialogue.discourse_act.name == 'end conversation'^Preconditions:lambda conversation: 'back to work' in conversation.completed_turns[-1].realization^PushObligation:goodbye^Preconditions:lambda speaker: speaker.personality.extroversion > 0.4^Preconditions:lambda speaker, interlocutor: speaker.routine.working and interlocutor.routine.working	[0.12842465753424664, 0.13056506849315075]
[[end conversation]]	I need to get back to work too! Nice to see you. Bye.	ResolveObligation:goodbye^PushObligation:goodbye^Preconditions:lambda conversation: conversation.completed_turns[-1].line_of_dialogue.discourse_act.name == 'end conversation'^MiscFunctions:EndConversation^Preconditions:lambda speaker, interlocutor: speaker.routine.working and interlocutor.routine.working^Preconditions:lambda conversation: 'back to work' in conversation.completed_turns[-1].realization^Preconditions:lambda speaker: speaker.personality.extroversion > 0.4	[0.13056506849315075, 0.1314212328767124]
[[end conversation]]	Okay, well, I have to get back to work. Nice to see you. Bye.	PushObligation:goodbye^ResolveObligation:goodbye^Preconditions:lambda speaker: speaker.routine.working^Preconditions:lambda conversation, speaker: conversation.completed_turns[-1].speaker is speaker^MiscFunctions:EndConversation	[0.1314212328767124, 0.1318493150684932]
[[end conversation]]	Well, I should probably head out. Nice to see you. See you later.	Preconditions:lambda conversation: conversation.completed_turns[-1].line_of_dialogue.discourse_act.name != 'end conversation'^PushObligation:goodbye	[0.1318493150684932, 0.13227739726027402]
[[end conversation]]	We really have to get back to work.	Preconditions:lambda speaker, interlocutor: speaker.routine.working and interlocutor.routine.working^Preconditions:lambda conversation: conversation.completed_turns[-1].line_of_dialogue.discourse_act.name != 'end conversation'	[0.13227739726027402, 0.13313356164383566]
[[end conversation]]	Well, I should probably get back to work. Nice to see you. See you later.	Preconditions:lambda conversation: conversation.completed_turns[-1].line_of_dialogue.discourse_act.name != 'end conversation'^Preconditions:lambda speaker: speaker.routine.working^PushObligation:goodbye	[0.13313356164383566, 0.13484589041095896]
[[end conversation]]	I have to go. Nice to see you. Have a great [speaker.game.time_of_day].	PushObligation:goodbye^Preconditions:lambda conversation: conversation.completed_turns[-1].line_of_dialogue.discourse_act.name != 'end conversation'	[0.13484589041095896, 0.13527397260273977]
[[end conversation]]	Okay, well, I think I should get back to work. Great to see you! Have a wonderful [speaker.game.time_of_day]!	ResolveObligation:goodbye^PushObligation:goodbye^Preconditions:lambda conversation, speaker: conversation.completed_turns[-1].speaker is speaker^MiscFunctions:EndConversation^Preconditions:lambda speaker: speaker.personality.agreeableness > 0.4^Preconditions:lambda speaker: speaker.routine.working^Preconditions:lambda speaker: speaker.personality.extroversion > 0.4	[0.13527397260273977, 0.1378424657534247]
[[end conversation]]	I need to get back to work. Nice to see you. Have a great [speaker.game.time_of_day].	Preconditions:lambda speaker: speaker.routine.working^PushObligation:goodbye^Preconditions:lambda conversation: conversation.completed_turns[-1].line_of_dialogue.discourse_act.name != 'end conversation'	[0.1378424657534247, 0.1438356164383562]
[[end conversation]]	I have to go. Great to see you! Have a wonderful [speaker.game.time_of_day]!	ResolveObligation:goodbye^PushObligation:goodbye^Preconditions:lambda speaker: speaker.personality.agreeableness > 0.4^MiscFunctions:EndConversation^Preconditions:lambda speaker: speaker.personality.extroversion > 0.4^Preconditions:lambda conversation: conversation.completed_turns[-1].line_of_dialogue.discourse_act.name != 'end conversation'	[0.1438356164383562, 0.14426369863013702]
